,country_left,genre,is_presale,max_tickets,num_markets,price_max,price_min,sold_out,state,subgenre,venue_name_left,Unnamed: 0_y,Venue,City,Capacity,popularity_sk,headliner,support,metro_area,country_right,city_name,days_to_event
143550,US,Country,1,50,2.0,46.5,16.5,0.0,IL,Country,Peoria Civic Center,212.0,Peoria Civic Center,Peoria,"12,036",0.005446,Home Free,none,Aurora,US,Peoria,140
300848,US,R&B,1,50,1.0,46.5,36.5,0.0,MS,R&B,Thalia Mara Hall,352.0,Thalia Mara Hall,Jackson,"2,040",0.000252,Black Jacket Symphony,none,Jackson,US,Jackson,90
75655,US,Metal,1,50,1.0,245.75,29.75,0.0,FL,Nu-Metal,BB&T Center,165.0,BB&T Center,Sunrise,"21,371",0.165389,Ozzy Osbourne,Megadeth,Fort Lauderdale,US,Sunrise,567
27761,US,Pop,1,50,1.0,27.5,27.5,0.0,CA,Adult Contemporary,Fox Oakland Theatre,99.0,Fox Oakland Theatre,Oakland,"2,800",0.027164999999999998,John Prine,Kelsey Waldon,SF Bay Area,US,Oakland,258
364265,US,Rock,1,50,1.0,350.0,29.5,0.0,WA,Pop,Sunlight Supply Amphitheater,652.0,Sunlight Supply Amphitheater,Ridgefield,"18,000",0.193969,Dave Matthews Band,none,Vancouver,US,Ridgefield,201
359601,US,Latin,1,4,1.0,250.0,39.5,0.0,VA,Latin,EagleBank Arena,621.0,EagleBank Arena,Fairfax,"10,002",0.040178,Alejandro Sanz,none,Washington,US,Fairfax,88
420627,US,Blues,1,50,1.0,21.0,21.0,0.0,WA,Blues,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.030769,Black Flag,The Linecutters,Seattle,US,Seattle,95
338988,US,Country,1,50,1.0,49.5,32.5,0.0,TN,Country,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.031595,Jon Pardi,Riley Green,Nashville,US,Nashville,102
167143,US,Rock,1,8,1.0,89.0,89.0,0.0,KY,Pop,Lexington Opera House,237.0,Lexington Opera House,Lexington,"1,000",0.031516,Melissa Etheridge,none,Lexington,US,Lexington,74
13337,US,Latin,1,50,1.0,404.5,39.5,0.0,CA,Latin,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.068719,Maná,none,Los Angeles,US,Inglewood,268
72764,US,Hip-Hop/Rap,1,8,2.0,499.75,49.75,0.0,FL,French Rap,Amalie Arena,156.0,Amalie Arena,Tampa,"21,500",0.335149,The Chainsmokers,5 Seconds of Summer,Tampa,US,Tampa,98
72763,US,Rock,0,50,1.0,69.5,59.5,0.0,FL,Alternative Rock,Pensacola Bay Center,151.0,Pensacola Bay Center,Pensacola,"10,500",0.021057,Widespread Panic,none,Mobile,US,Pensacola,114
274319,US,Rock,1,4,1.0,,,1.0,MI,Pop,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.11886400000000001,Kid Rock,Lee Brice,Detroit,US,Clarkston,153
66719,US,Pop,1,50,1.0,245.5,95.0,0.0,DC,Adult Contemporary,Capital One Arena,125.0,Capital One Arena,Washington,"19,945",0.146425,Celine Dion,none,Washington,US,Washington,334
358818,US,Latin,1,50,1.0,500.0,59.0,0.0,VA,Latin,EagleBank Arena,621.0,EagleBank Arena,Fairfax,"10,002",0.07968,Maluma,none,Washington,US,Fairfax,212
11909,US,Rock,1,50,1.0,194.5,49.5,0.0,CA,Pop,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.404712,John Mayer,none,Los Angeles,US,Inglewood,225
14599,US,Latin,1,50,1.0,404.5,39.5,0.0,CA,Latin,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.06997,Maná,none,Los Angeles,US,Inglewood,267
130776,US,Rock,1,8,2.0,73.0,27.5,0.0,ID,Pop,Taco Bell Arena,188.0,Taco Bell Arena,Boise,"13,390 ",0.17466199999999998,Shinedown,Papa Roach,Boise,US,Boise,155
11576,US,Rock,1,50,1.0,199.5,49.5,0.0,CA,Pop,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.36247199999999996,Bon Iver,Sharon Van Etten,Los Angeles,US,Inglewood,226
339869,US,Undefined,1,50,1.0,134.0,81.0,0.0,TN,Undefined,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.0,Acm Honors,none,Nashville,US,Nashville,75
233538,US,Country,1,50,2.0,92.0,42.0,0.0,NC,Country,PNC Arena,468.0,PNC Arena,Raleigh,"19,350",0.216022,Carrie Underwood,Maddie and Tae,Raleigh,US,Raleigh,409
302086,US,Blues,0,50,1.0,87.0,35.0,0.0,MS,Blues,Landers Center,353.0,Landers Center,Southaven,"10,045",3.6e-05,Pokey Bear,none,Memphis,US,Southaven,113
165416,US,Classical,0,50,1.0,19.0,19.0,0.0,KS,Classical/Vocal,Stifel Theatre,368.0,Stifel Theatre,St. Louis,"3,100",0.0,Salina Symphony,none,Wichita,US,Salina,236
74864,US,Rock,0,50,1.0,24.5,24.5,0.0,FL,Alternative Rock,Revolution Live,166.0,Revolution Live,Fort Lauderdale,"1,300",0.029881,George Clinton,Parliament-Funkadelic,Fort Lauderdale,US,Fort Lauderdale,119
66812,US,R&B,1,50,1.0,253.5,43.5,0.0,DC,R&B,Capital One Arena,125.0,Capital One Arena,Washington,"19,945",0.666628,Chris Brown,Ty Dolla $ign,Washington,US,Washington,100
138488,US,Hip-Hop/Rap,1,50,2.0,149.0,49.0,0.0,IL,French Rap,Allstate Arena,213.0,Allstate Arena,Rosemont,"18,500",0.06997,Maná,none,Chicago,US,Rosemont,85
274560,US,Rock,1,4,1.0,,,1.0,MI,Pop,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.11886400000000001,Kid Rock,Lee Brice,Detroit,US,Clarkston,154
324740,US,Dance/Electronic,1,50,1.0,30.0,30.0,0.0,PA,Witchstep,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.035998,Gryffin,none,Pittsburgh,US,Pittsburgh,162
230898,US,Rock,1,50,2.0,150.0,23.75,0.0,NC,Pop,PNC Arena,468.0,PNC Arena,Raleigh,"19,350",0.043005,MercyMe,Crowder,Raleigh,US,Raleigh,156
266154,US,Country,1,8,4.0,95.0,45.0,0.0,MA,Country,TD Garden,299.0,TD Garden,Boston,"19,600",0.216022,Carrie Underwood,Maddie and Tae,Boston / Cambridge,US,Boston,419
264747,US,R&B,1,50,4.0,94.45,44.45,0.0,MA,R&B,TD Garden,299.0,TD Garden,Boston,"19,600",0.32856199999999997,Post Malone,Swae Lee,Boston / Cambridge,US,Boston,186
228494,US,Rock,1,50,2.0,180.0,25.0,0.0,NC,Pop,PNC Arena,468.0,PNC Arena,Raleigh,"19,350",0.163117,Backstreet Boys,Baylee Littrell,Raleigh,US,Raleigh,279
339875,US,Rock,0,50,1.0,125.0,49.75,0.0,TN,Pop,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.023056,Jason Isbell and the 400 Unit,Jason Isbell,Nashville,US,Nashville,121
5611,US,Hip-Hop/Rap,1,50,1.0,,,1.0,AZ,French Rap,Talking Stick Resort Arena,16.0,Talking Stick Resort Arena,Phoenix,"18,150",0.422184,The Black Keys,Modest Mouse,Phoenix,US,Phoenix,218
337925,US,Country,1,4,2.0,86.75,36.75,0.0,TN,Country,FedExForum,549.0,FedExForum,Memphis,"19,000",0.216022,Carrie Underwood,Maddie and Tae,Memphis,US,Memphis,264
142952,US,Country,1,50,2.0,56.75,26.75,0.0,IL,Country,Peoria Civic Center,212.0,Peoria Civic Center,Peoria,"12,036",0.12878900000000001,Toto,none,Aurora,US,Peoria,68
19902,US,Rock,1,50,1.0,69.5,39.5,0.0,CA,Pop,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.32856199999999997,Post Malone,Swae Lee,Los Angeles,US,Inglewood,271
321457,US,Rock,1,6,1.0,49.5,49.5,0.0,PA,Pop,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.353977,Bastille,Joywave,Pittsburgh,US,Pittsburgh,135
274767,US,Rock,1,50,1.0,129.5,32.5,0.0,MI,Alternative Rock,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.198772,Korn,Alice In Chains,Detroit,US,Clarkston,165
166222,US,Classical,0,50,1.0,19.0,19.0,0.0,KS,Classical/Vocal,Stifel Theatre,368.0,Stifel Theatre,St. Louis,"3,100",0.0,Salina Symphony,none,Wichita,US,Salina,152
38502,US,Hip-Hop/Rap,1,8,1.0,503.5,53.5,0.0,CA,French Rap,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.32856199999999997,Post Malone,Swae Lee,Los Angeles,US,Inglewood,125
321445,US,Rock,1,6,1.0,32.0,32.0,0.0,PA,Pop,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.00010400000000000001,The Commonheart,none,Pittsburgh,US,Pittsburgh,190
263925,US,Rock,1,50,4.0,225.0,45.0,0.0,MA,Pop,TD Garden,299.0,TD Garden,Boston,"19,600",0.216022,Carrie Underwood,Maddie and Tae,Boston / Cambridge,US,Boston,332
155371,US,Country,1,8,1.0,56.5,46.5,0.0,IN,Country,Ford Center,217.0,Ford Center,Evansville,"11,000",0.028863,Travis Tritt,none,Augusta,US,Anderson,63
6156,US,Rock,1,50,1.0,494.75,34.75,0.0,AZ,Alternative Rock,Talking Stick Resort Arena,16.0,Talking Stick Resort Arena,Phoenix,"18,150",0.06997,Maná,none,Phoenix,US,Phoenix,240
188051,US,Rock,1,4,1.0,694.5,45.87,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.005629,Wayne Newton,none,Las Vegas,US,Las Vegas,147
11211,US,Rock,1,50,1.0,1000.0,46.75,0.0,CA,Pop,Oracle Arena,97.0,Oracle Arena,Oakland,"20,000",0.05703300000000001,The Original Misfits,Rancid,SF Bay Area,US,Oakland,282
336002,US,Rock,1,50,1.0,99.5,29.5,0.0,TN,Pop,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.12878900000000001,Toto,none,Nashville,US,Nashville,151
5471,US,Latin,1,50,1.0,224.75,24.75,0.0,AZ,Latin,Talking Stick Resort Arena,16.0,Talking Stick Resort Arena,Phoenix,"18,150",0.266251,Eric Clapton,none,Phoenix,US,Phoenix,197
340197,US,Rock,0,50,1.0,125.0,49.75,0.0,TN,Pop,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.023056,Jason Isbell and the 400 Unit,Jason Isbell,Nashville,US,Nashville,124
9260,US,Country,1,4,1.0,89.75,39.75,0.0,AR,Country,Verizon Arena,30.0,Verizon Arena,North Little Rock,"18,000",0.067656,Chris Stapleton,The Marcus King Band,Little Rock,US,North Little Rock,203
230949,US,Rock,1,8,3.0,153.5,27.25,0.0,NC,Pop,Spectrum Center,459.0,Spectrum Center,Charlotte,"18,249 ",0.043005,Crowder,MercyMe,Charlotte,US,Charlotte,168
16576,US,Rock,1,50,1.0,499.5,74.5,0.0,CA,Alternative Rock,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.32856199999999997,Post Malone,Swae Lee,Los Angeles,US,Inglewood,243
338465,US,Country,1,50,1.0,55.0,35.0,0.0,TN,Country,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.01127,Drew Holcomb & the Neighbors,Birdtalker,Nashville,US,Nashville,134
275922,US,Rock,1,50,1.0,350.0,39.5,0.0,MI,Alternative Rock,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.251246,The Smashing Pumpkins,Noel Gallagher's High Flying Birds,Detroit,US,Clarkston,159
334977,US,Rock,1,8,1.0,78.5,53.0,0.0,TN,Pop,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.037792,Bryan Ferry,none,Nashville,US,Nashville,106
337943,US,Rock,1,50,1.0,52.0,32.0,0.0,TN,Alternative Rock,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.023056,Jason Isbell and the 400 Unit,Jason Isbell,Nashville,US,Nashville,130
321058,US,Rock,1,50,1.0,,,1.0,PA,Alternative Rock,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.100391,The Raconteurs,Ex Hex,Pittsburgh,US,Pittsburgh,123
339926,US,Rock,1,50,1.0,49.5,29.5,0.0,TN,Pop,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.038748000000000005,Tash Sultana,The Teskey Brothers,Nashville,US,Nashville,149
420020,US,Hip-Hop/Rap,1,50,1.0,35.0,35.0,0.0,WA,French Rap,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.0043159999999999995,Daniel Norgren,none,Seattle,US,Seattle,112
230092,US,Country,0,50,3.0,599.0,39.99,0.0,NC,Country,Spectrum Center,459.0,Spectrum Center,Charlotte,"18,249 ",0.083231,Alan Jackson,none,Charlotte,US,Charlotte,645
229173,US,Rock,1,50,3.0,315.0,39.5,0.0,NC,Pop,Spectrum Center,459.0,Spectrum Center,Charlotte,"18,249 ",0.390898,Guns N' Roses,none,Charlotte,US,Charlotte,96
339477,US,Country,1,50,1.0,49.5,39.5,0.0,TN,Country,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.005273,Home Free,none,Nashville,US,Nashville,148
341521,US,Religious,0,50,1.0,52.5,52.5,0.0,TN,Gospel,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.005273,Home Free,none,Nashville,US,Nashville,85
279059,US,Hip-Hop/Rap,1,50,1.0,125.0,37.5,0.0,MI,French Rap,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.22569,Meek Mill,none,Detroit,US,Clarkston,72
278915,US,Hip-Hop/Rap,1,50,1.0,125.0,37.5,0.0,MI,French Rap,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.22569,Meek Mill,none,Detroit,US,Clarkston,72
74033,US,Rock,1,50,1.0,57.6,57.6,0.0,FL,Pop,Revolution Live,166.0,Revolution Live,Fort Lauderdale,"1,300",0.029878,Parliament-Funkadelic,Fishbone,Fort Lauderdale,US,Fort Lauderdale,106
228489,US,R&B,1,50,3.0,89.95,49.95,0.0,NC,R&B,Spectrum Center,459.0,Spectrum Center,Charlotte,"18,249 ",0.259522,Khalid,Clairo,Charlotte,US,Charlotte,130
69997,US,R&B,1,50,1.0,89.95,36.95,0.0,FL,R&B,Amway Center,142.0,Amway Center,Orlando,"16,486",0.259153,Khalid,Clairo,Orlando,US,Orlando,133
234399,US,Metal,1,50,2.0,85.5,21.0,0.0,NC,Nu-Metal,PNC Arena,468.0,PNC Arena,Raleigh,"19,350",0.474684,Ariana Grande,Social House,Raleigh,US,Raleigh,133
276812,US,Country,1,6,1.0,159.5,66.0,0.0,MI,Country,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.175406,Florida Georgia Line,Dan + Shay,Detroit,US,Clarkston,174
278362,US,Hip-Hop/Rap,1,8,1.0,300.0,29.5,0.0,MI,French Rap,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.480279,Nelly,TLC,Detroit,US,Clarkston,155
297505,US,Rock,1,50,1.0,78.5,48.5,0.0,MN,Pop,Pantages Theatre,56.0,Pantages Theatre,Los Angeles,"2,703",0.030548000000000002,Nick Cave,none,Twin Cities,US,Minneapolis,144
297506,US,Rock,1,50,1.0,78.5,48.5,0.0,MN,Pop,Pantages Theatre,339.0,Pantages Theatre,Minneapolis,"1,014",0.030548000000000002,Nick Cave,none,Twin Cities,US,Minneapolis,144
217676,US,Rock,1,8,1.0,71.0,45.5,0.0,NY,Pop,Times Union Center,444.0,Times Union Center,Albany,"15,357 ",0.17466199999999998,Shinedown,Papa Roach,Springfield,US,Albany,126
187887,US,Rock,1,50,1.0,,,1.0,NV,Pop,MGM Grand Garden Arena,380.0,MGM Grand Garden Arena,Las Vegas,"16,800",0.001017,Jabbawockeez,none,Las Vegas,US,Las Vegas,142
8349,US,Rock,1,50,1.0,1000.0,24.5,0.0,AR,Pop,Verizon Arena,30.0,Verizon Arena,North Little Rock,"18,000",0.193198,Kiss,none,Little Rock,US,North Little Rock,276
187881,US,Rock,1,50,1.0,,,1.0,NV,Pop,MGM Grand Garden Arena,380.0,MGM Grand Garden Arena,Las Vegas,"16,800",0.001017,Jabbawockeez,none,Las Vegas,US,Las Vegas,142
339285,US,Jazz,1,50,1.0,129.5,34.5,0.0,TN,Jazz,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.100277,The Raconteurs,none,Nashville,US,Nashville,84
340390,US,Rock,0,50,1.0,125.0,49.75,0.0,TN,Pop,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.021657,Sleater-Kinney,none,Nashville,US,Nashville,122
319313,US,Hip-Hop/Rap,1,6,1.0,42.0,42.0,0.0,PA,French Rap,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.068209,NF,none,Pittsburgh,US,Pittsburgh,97
76767,US,Metal,1,50,1.0,846.5,20.0,0.0,FL,Nu-Metal,Amway Center,142.0,Amway Center,Orlando,"16,486",0.18750799999999998,Disturbed,In This Moment,Orlando,US,Orlando,177
359604,US,Latin,0,50,1.0,,,1.0,VA,Latin,EagleBank Arena,621.0,EagleBank Arena,Fairfax,"10,002",0.074883,Bad Bunny,none,Washington,US,Fairfax,203
422118,US,Hip-Hop/Rap,1,8,1.0,125.5,55.5,0.0,WI,French Rap,Fiserv Forum,659.0,Fiserv Forum,Milwaukee,"17,500",0.104524,Toro y Moi,Channel Tres,Milwaukee,US,Milwaukee,90
130000,US,Reggae,0,50,1.0,65.0,39.5,0.0,HI,Reggae,Waikiki Shell,185.0,Waikiki Shell,Honolulu,"8,400",0.021952,Steel Pulse,Trevor Hall,Honolulu,US,Honolulu,78
339187,US,Hip-Hop/Rap,1,50,1.0,79.75,34.25,0.0,TN,French Rap,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.100277,The Raconteurs,none,Nashville,US,Nashville,77
8557,US,Rock,1,50,1.0,229.5,35.0,0.0,AR,Pop,Verizon Arena,30.0,Verizon Arena,North Little Rock,"18,000",0.128118,Daryl Hall & John Oates,Daryl Hall,Little Rock,US,North Little Rock,153
333723,US,Rock,1,50,1.0,,,1.0,TN,Alternative Rock,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.100277,The Raconteurs,none,Nashville,US,Nashville,140
245170,US,Metal,1,8,1.0,67.5,37.5,0.0,OH,Nu-Metal,Huntington Center,503.0,Huntington Center,Toledo,"7,286",0.01599,Nothing More,none,Toledo,US,Toledo,144
340868,US,Folk,1,50,1.0,35.0,30.0,0.0,TN,Indie Folk,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.0112,Mandolin Orange,none,Nashville,US,Nashville,141
162505,US,Rock,1,50,1.0,300.0,44.0,0.0,KS,Pop,United Wireless Arena,230.0,United Wireless Arena,Dodge City,"5,500 max.",0.094127,Doobie Brothers,none,Dodge City,US,Dodge City,106
335335,US,Rock,1,50,1.0,49.5,35.0,0.0,TN,Alternative Rock,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.029468,Dwight Yoakam,none,Nashville,US,Nashville,94
23776,US,Metal,1,4,1.0,125.0,49.5,0.0,CA,Nu-Metal,Oracle Arena,97.0,Oracle Arena,Oakland,"20,000",0.05703300000000001,The Original Misfits,Rancid,SF Bay Area,US,Oakland,299
156116,US,Other,0,50,1.0,22.0,22.0,0.0,IN,Other,Lucas Oil Stadium,223.0,Lucas Oil Stadium,Indianapolis,"70,000",1e-06,Bands Of America,none,Indianapolis,US,Indianapolis,121
75461,US,R&B,1,50,1.0,199.25,39.25,0.0,FL,R&B,BB&T Center,165.0,BB&T Center,Sunrise,"21,371",0.666628,Chris Brown,Ty Dolla $ign,Fort Lauderdale,US,Sunrise,79
165745,US,Classical,0,50,1.0,39.0,29.0,0.0,KS,Classical/Vocal,Stifel Theatre,368.0,Stifel Theatre,St. Louis,"3,100",0.0,Salina Symphony,none,Wichita,US,Salina,61
79378,US,Hip-Hop/Rap,1,50,1.0,26.5,26.5,0.0,FL,French Rap,Jannus Live,153.0,Jannus Live,St. Petersburg,"2,000",0.084089,Bone Thugs-n-Harmony,none,St Petersburg,US,St Petersburg,79
421878,US,Rock,1,50,1.0,495.5,35.5,0.0,WI,Alternative Rock,Fiserv Forum,659.0,Fiserv Forum,Milwaukee,"17,500",0.381436,Elton John,none,Milwaukee,US,Milwaukee,211
421876,US,Rock,1,50,1.0,346.0,25.5,0.0,WI,Pop,Fiserv Forum,659.0,Fiserv Forum,Milwaukee,"17,500",0.000529,Bianca Del Rio,none,Milwaukee,US,Milwaukee,114
12269,US,Latin,1,50,1.0,404.5,39.5,0.0,CA,Latin,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.06997,Maná,none,Los Angeles,US,Inglewood,205
130201,US,Reggae,0,50,1.0,50.0,50.0,0.0,HI,Reggae,Waikiki Shell,185.0,Waikiki Shell,Honolulu,"8,400",0.09162200000000001,Tribal Seeds,Matisyahu,Honolulu,US,Honolulu,73
319263,US,Hip-Hop/Rap,1,6,1.0,43.0,43.0,0.0,PA,French Rap,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.034324,Chase Rice,none,Pittsburgh,US,Pittsburgh,69
81079,US,Undefined,0,50,1.0,14.0,14.0,0.0,FL,Undefined,Revolution Live,166.0,Revolution Live,Fort Lauderdale,"1,300",0.0067670000000000004,Conan Gray,none,Fort Lauderdale,US,Fort Lauderdale,134
339933,US,Rock,1,50,1.0,129.0,54.0,0.0,TN,Alternative Rock,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.029468,Dwight Yoakam,none,Nashville,US,Nashville,80
237572,US,Country,1,50,1.0,112.0,32.0,0.0,ND,Country,Alerus Center,472.0,Alerus Center,Grand Forks,"21,000 ",0.029498000000000003,Dwight Yoakam,none,Fargo,US,Grand Forks,139
241903,US,Metal,1,50,1.0,571.5,19.0,0.0,OH,Nu-Metal,Riverbend Music Center,490.0,Riverbend Music Center,Cincinnati,"20,500",0.165389,Ozzy Osbourne,Megadeth,Cincinnati,US,Cincinnati,573
228487,US,Rock,1,6,3.0,185.0,49.5,0.0,NC,Pop,Spectrum Center,459.0,Spectrum Center,Charlotte,"18,249 ",0.083231,Alan Jackson,none,Charlotte,US,Charlotte,260
334916,US,Rock,1,50,1.0,125.0,55.0,0.0,TN,Pop,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.029468,Dwight Yoakam,none,Nashville,US,Nashville,227
364733,US,Rock,1,50,1.0,127.5,37.5,0.0,WA,Pop,Sunlight Supply Amphitheater,652.0,Sunlight Supply Amphitheater,Ridgefield,"18,000",0.69391,blink-182,Lil Wayne,Vancouver,US,Ridgefield,112
339233,US,Country,1,50,1.0,38.0,33.0,0.0,TN,Country,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.029468,Dwight Yoakam,none,Nashville,US,Nashville,87
74574,US,Rock,1,4,1.0,31.0,31.0,0.0,FL,Alternative Rock,Jannus Live,153.0,Jannus Live,St. Petersburg,"2,000",0.09816,Taking Back Sunday,Red City Radio,St Petersburg,US,St Petersburg,135
74826,US,Rock,1,4,1.0,31.0,31.0,0.0,FL,Alternative Rock,Jannus Live,153.0,Jannus Live,St. Petersburg,"2,000",0.09816,Taking Back Sunday,Red City Radio,St Petersburg,US,St Petersburg,136
422673,US,Country,1,6,1.0,90.75,35.75,0.0,WI,Country,Fiserv Forum,659.0,Fiserv Forum,Milwaukee,"17,500",0.381436,Elton John,none,Milwaukee,US,Milwaukee,169
225511,US,Country,1,4,1.0,100.75,30.75,0.0,NY,Country,Times Union Center,444.0,Times Union Center,Albany,"15,357 ",0.091308,Thomas Rhett,Dustin Lynch,Springfield,US,Albany,253
324666,US,Dance/Electronic,1,50,1.0,49.5,49.5,0.0,PA,Witchstep,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.297606,Zedd,Jax Jones,Pittsburgh,US,Pittsburgh,152
358449,US,Latin,1,50,1.0,225.0,55.0,0.0,VA,Latin,EagleBank Arena,621.0,EagleBank Arena,Fairfax,"10,002",0.153793,J Balvin,Lyanno,Washington,US,Fairfax,153
334983,US,Rock,1,50,1.0,,,1.0,TN,Pop,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.031595,Jon Pardi,Riley Green,Nashville,US,Nashville,179
339678,US,Country,1,50,1.0,45.0,37.5,0.0,TN,Country,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.031595,Jon Pardi,Riley Green,Nashville,US,Nashville,53
76217,US,Dance/Electronic,1,50,2.0,135.75,25.75,0.0,FL,Witchstep,Amalie Arena,156.0,Amalie Arena,Tampa,"21,500",0.335149,The Chainsmokers,5 Seconds of Summer,Tampa,US,Tampa,252
322133,US,Rock,1,6,1.0,35.0,35.0,0.0,PA,Alternative Rock,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.122609,Stone Temple Pilots,Rival Sons,Pittsburgh,US,Pittsburgh,92
13646,US,Hip-Hop/Rap,1,50,1.0,197.0,67.0,0.0,CA,French Rap,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.081481,Slayer,Ministry,Los Angeles,US,Inglewood,211
66628,US,Rock,1,50,1.0,695.0,25.5,0.0,DC,Pop,Capital One Arena,125.0,Capital One Arena,Washington,"19,945",0.260854,Shawn Mendes,Alessia Cara,Washington,US,Washington,451
66716,US,Rock,1,50,1.0,499.95,84.95,0.0,DC,Pop,Capital One Arena,125.0,Capital One Arena,Washington,"19,945",0.15529400000000002,Jonas Brothers,Bebe Rexha,Washington,US,Washington,97
69925,US,Rock,1,8,2.0,304.0,49.5,0.0,FL,Pop,Amalie Arena,156.0,Amalie Arena,Tampa,"21,500",0.246509,The Who,none,Tampa,US,Tampa,247
275407,US,Rock,1,8,1.0,127.5,44.5,0.0,MI,Pop,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.689942,blink-182,Lil Wayne,Detroit,US,Clarkston,123
357110,US,Rock,1,4,2.0,120.0,75.0,0.0,UT,Pop,Vivint Smart Home Arena,614.0,Vivint Smart Home Arena,Salt Lake City,"15,000 ",0.381436,Elton John,none,Salt Lake City,US,Salt Lake City,89
247347,US,New Age,1,50,1.0,40.0,30.0,0.0,OH,New Age,Lincoln Theatre,133.0,Lincoln Theatre,Washington,"1,225",0.012136,George Winston,none,Columbus,US,Columbus,128
247542,US,New Age,1,50,1.0,40.0,30.0,0.0,OH,New Age,Lincoln Theatre,495.0,Lincoln Theatre,Columbus,582,0.012136,George Winston,none,Columbus,US,Columbus,128
321008,US,Rock,1,8,1.0,42.0,42.0,0.0,PA,Alternative Rock,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.17466199999999998,Papa Roach,Asking Alexandria,Pittsburgh,US,Pittsburgh,208
187958,US,Rock,1,50,1.0,999.0,174.0,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.036137999999999997,Dionne Warwick,none,Las Vegas,US,Las Vegas,135
341530,US,Other,0,50,1.0,99.0,48.0,0.0,TN,Other,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.017072,Snarky Puppy,none,Nashville,US,Nashville,152
