,venue_name,id,capacity,street,zip,latitude,longitude,metro_area,country,city_name
5648,"Reardon Auditorium, Anderson University",3166,,1100 E. Fifth St.,46012,40.11148,-85.66515,Indianapolis,US,Anderson
5649,The Village Door at Seascape,4197944,,,32550,30.37902,-86.34275,Mobile,US,Miramar Beach
5650,Cain Park,4952,,Superior & Lee,44118,41.508173,-81.565493,Cleveland,US,Cleveland Heights
5651,"Evans Amphitheater, Cain Park",56640,,Lee & Superior Rds.,44118,41.508173,-81.565493,Cleveland,US,Cleveland Heights
5652,"Alma Theatre, Cain Park",1334526,,14591 Superior Road,44118,41.507922,-81.562414,Cleveland,US,Cleveland Heights
5653,"McCain Auditorium, Kansas State University",338651,,207 McCain Aud,66506,39.18717,-96.57991,Overland Park,US,Manhattan
5654,Vilar Performing Arts Center,124551,,68 Avondale Ln.,81620,39.60474,-106.51704,Beaver Creek,US,Beaver Creek
5655,Vilar Performing Arts Center,4162754,,,81620,39.59574,-106.52305,Avon,US,Avon
5656,EMU Convocation Center,79400,,799 North Hewitt Road,48197,42.25172,-83.64773,Detroit,US,Ypsilanti
5657,CSU Convocation Center,38466,,2000 Prospect Ave,44115,41.5000912,-81.6759334,Cleveland,US,Cleveland
5658,URI Convocation Center,129097,,,,,,Providence,US,Providence
5659,JMU Convocation Center,4030094,,895 University Blvd,,38.43192,-78.86885,Richmond,US,Harrisonburg
5660,Regency Live,3551534,,307 Park Central East,65806,37.20921,-93.29102,Springfield,US,Springfield
5661,The Complex (Formerly Regency Live),3787179,,307 Park Central East,65806,37.20921,-93.29102,Springfield,US,Springfield
5662,Regency Showcase,69728,,307 Park Central,65806,37.20921,-93.29102,Springfield,US,Springfield
5663,Hyatt Regency Crown Center,569391,,,,,,Kansas City,US,Kansas City
5664,Hyatt Regency at the Arch,4106514,,315 Chestnut Street,63102,38.6262,-90.18777,St Louis,US,St Louis
5665,Stegton Regency Banquet Center,2059339,,1450 Wall Street,63303,38.7805367,-90.5228049,St Louis,US,Saint Charles
5666,WVU Coliseum,1476168,,401 Grand Central Station Dr,26506,39.64439,-79.95769,Pittsburgh,US,Morgantown
5668,LJVM Coliseum,3897639,,2825 University Parkway,27105,36.1277077,-80.2574934,Winston-Salem,US,Winston-Salem
5669,Smoky Mountain Center for the Performing Arts,1082906,,1028 Georgia Rd,26734,35.16035,-83.39165,Knoxville,US,Franklin
5670,Huntington Bank Pavilion at Northerly Island,776,29700,1300 S. Linn White Dr.,60605,41.8644,-87.6091,Chicago,US,Chicago
5671,Club Congress,411,400.0,311 East Congress Street,85701,32.2220963,-110.9667364,Tucson,US,Tucson
5672,Congress Street Social Club,1443408,,411 West Congress Street,31401,32.080811,-81.096724,Augusta,US,Savannah
5673,Congress Club,2111864,,1200 Park Street,54481,44.5146,-89.5753,Stevens Point,US,Stevens Point
5674,The Camel,38728,,1621 W. Broad Street,23220,37.5546153,-77.4570744,Richmond,US,Richmond
5675,The Camel-va,4162859,,,23220,37.54643,-77.46446,Richmond,US,Richmond
5676,Coralville Center for the Performing Arts,3260934,,1301 5th St.,52241,41.67657,-91.58103,Coralville,US,Coralville
5677,"Tsongas Center, UMass Lowell",4708,,300 Martin Luther King Jr. Way,01852,42.64977,-71.31322,Manchester,US,Lowell
5678,"Center for the Arts, University at Buffalo",46316,,103 Center for the Arts,14260,43.00097,-78.78306,Buffalo,US,Buffalo
5679,"Piper Repertory Theater, Mesa Arts Center",776566,,1 E. Main St.,85201,33.41493,-111.82957,Mesa,US,Mesa
5680,The Republik,1494913,,"1349 Kapiolani Blvd., Unit 30",96814,21.2941297,-157.8448445,Honolulu,US,Honolulu
5682,The Republik Music Hall,3535404,,1349 Kapiolani Blvd #30,96814,21.2936169,-157.8453251,Honolulu,US,Honolulu
5683,Pink Garter Theatre,36279,,50 W Broadway,83001,43.4793,-110.763,Billings,US,Jackson
5684,Echostage,1864683,,2135 Queens Chapel Road NE,20018,38.9198004,-76.9726045,Washington,US,Washington
5685,Glow at Echostage,3375364,,2135 Queens Chapel Road NE,20018,38.9199,-76.97242,Washington,US,Washington
5686,Banc of California Stadium,3859524,,3939 S. Figueroa St.,90037,34.0128,-118.28473,Los Angeles,US,Los Angeles
5687,Benjamin Franklin Parkway,56561,,Benjamin Franklin Parkway,19130,39.9602094,-75.1735465,Philadelphia,US,Philadelphia
5688,Wildhorse Saloon,1112,,"120 Second Ave. North,",37201,36.1629355,-86.7758623,Nashville,US,Nashville
5690,WIldhorse Saloon,3682314,,,,37.27528,-107.8800667,Durango,US,Durango
5691,Wildhorse Saloon,463336,,,,,,St Charles,US,St Charles
5692,Wildhorse Saloon and Banquet Hall,2649048,,9031 County Rd WW,54494,44.3592,-89.7066,Wisconsin Rapids,US,Wisconsin Rapids
5693,Trees,43481,,2709 Elm Street,75226,32.78461,-96.78442,Dallas - Fort Worth,US,Dallas
5694,Trees,1896413,,1502 8th St,94607,37.80693,-122.295811,SF Bay Area,US,Oakland
5695,Tenants of the Trees,3117979,,2808 Hyperion Ave,90027,34.1081537,-118.271573,Los Angeles,US,Los Angeles
5698,Trees Lounge,1356516,,4-484 Kuhio Highway # 1,96746,22.0549546,-159.3283944,Honolulu,US,Kapaa
5700,Three Trees Coffeehouse,614666,,118 W Holly St,98225,48.7500392,-122.47958,Seattle,US,Bellingham
5701,Trees - Din Productions,3234619,,"2709 Elm St, Dallas",75226,32.78473,-96.78447,Dallas - Fort Worth,US,Dallas
5703,Trees,647956,,,,,,Houston,US,Houston
5705,Trees Lounge (Southside),3975379,,TBA,,37.532083,-77.428787,Richmond,US,Richmond
5706,Blues Under the Trees,877271,,,,,,Fort Dodge,US,Fort Dodge
5707,Music Under the Trees,3966404,,,,,,Seattle,US,Redmond
5708,Trees & Club Dada,3136339,,2700 Block of Elm Street,,32.7842534,-96.7856376,Dallas - Fort Worth,US,Dallas
5710,Trees Restaurant at Hunter's Ridge,2350809,,20510 SW Roy Rogers Rd #160,97140,45.371642,-122.845063,Portland,US,Sherwood
5711,"Trees, Club Dada, & Three Links",3220579,,2700 Block of Elm Street,75226,32.78425,-96.78564,Dallas - Fort Worth,US,Dallas
5716,Festival of Trees,1558943,,Tbd,,47.5742057,-122.2946018,Tacoma,US,Tacoma
5717,Jam in the Trees,3972114,,150 Eastside Drive,28711,35.607923,-82.358611,Black Mountain,US,Black Mountain
5718,Jam in the Trees,3819389,,Pisgah Brewing 172 Beaverdam Road,28804,35.60792,-82.35861,Knoxville,US,Asheville
5721,The Bean Trees,4311019,,3601 Hartford Road,37753,35.81619,-83.14489,Knoxville,US,Knoxville
5722,"Reggae in the Trees, Provolt",2658263,,14390 Hwy. 238,97527,42.2857523,-123.2273938,Grants Pass,US,Grants Pass
5723,Tall Trees Amphitheatre,3044769,,"Monroeville Community Park, Tillbrook Rd",15146,40.4210823,-79.7670668,Pittsburgh,US,Monroeville
5724,Place In The Trees,2427354,,,,,,Aurora,US,Naperville
5730,MilkBoy,4342588,,,,,,Philadelphia,US,Philadelphia
5731,Croswell Opera House,4334494,,,49221,41.89755,-84.03717,Adrian,US,Adrian
5732,Variety Playhouse,1370,1000.0,1099 Euclid Ave NE,30307,33.7636046,-84.3509632,Atlanta,US,Atlanta
5733,Variety Playhouse,275976,,,,,,Norfolk,US,Norfolk
5734,Nugget Casino Resort - Ballroom,4013349,,,89431,39.54015,-119.74839,Reno,US,Sparks
5735,"Grand Ballroom, Nugget Casino Resort",4340798,,,89431,39.54015,-119.74839,Reno,US,Sparks
5736,"Cobb Great Hall, Wharton Center for the Performing Arts",103565,,,48824,42.72431,-84.4796,Grand Rapids,US,East Lansing
5737,Nelson W. Wolff Municipal Stadium,3268369,,5757 U.S. Highway 90 West,78227,29.41365,-98.60358,San Antonio,US,San Antonio
5738,Nelson Wolff Stadium,4338323,,,,,,San Antonio,US,San Antonio
5739,St. Augustine Amphitheatre,2569,,1340C A1A South  St.,32080,29.8757077,-81.2829387,Jacksonville,US,Saint Augustine
5740,"Backyard Stage, St. Augustine Amphitheatre",3204518,800.0,1340C A1A South,32084,29.87573,-81.28294,Jacksonville,US,Saint Augustine
5741,Backyard @ St. Augustine Amphitheatre,3773944,,,,,,Jacksonville,US,Saint Augustine
5742,SideTracks Music Hall,3526254,,"415 E. Church St. NW, Unit 12",35801,34.73453,-86.59249,Huntsville,US,Huntsville
5743,Granite State Music Hall,4206439,,546 Main St.,03246,43.52693,-71.46951,Manchester,US,Laconia
5744,Hollywood Casino Amphitheatre,2846313,,14141 Riverport Dr,63043,38.74439,-90.46964,St Louis,US,Maryland Heights
5745,Center For The Arts,239343,,240 South Glenwood Street,83001,43.4772898,-110.7635186,Jackson Hole,US,Jackson Hole
5746,Mary Stuart Rogers Theater,4162674,,,95354,37.6347,-120.97042,Modesto,US,Modesto
5747,"Mary Stuart Rogers Theater, Gallo Center for the Arts",221333,,1000 I St.,95354,37.63934,-120.99823,Modesto,US,Modesto
5748,Terminal 5,3199,3000.0,610 West 56th Street,10019,40.7706615,-73.9942689,New York,US,New York
5750,Jet Blue Terminal 5 - Jfk,1635278,,John F Kennedy (jfk) Airport,11430,40.6438436,-73.7823035,New York,US,New York
5752,Black Cat,1038,700.0,1811 14th Street N.w.,20009,38.91453,-77.03177,Washington,US,Washington
5753,Black Cat,488261,,400 Eddy,94109,37.78384,-122.41449,SF Bay Area,US,San Francisco
5754,Black Cat Backstage,824446,,1811 14th St. NW,20009,38.914528,-77.031772,Washington,US,Washington
5755,Black Cat Burrito,90812,,127 S. Depot St..,28607,36.2191017,-81.6837002,Winston-Salem,US,Boone
5756,Black Cat,401801,,10056 Main Street,94951,38.2974242,-122.6665295,Santa Rosa,US,Penngrove
5758,Black Cat Lounge,1272661,,2918 Fort Bragg Rd,28303,35.0721027,-78.9259871,Fayetteville,US,Fayetteville
5759,The Black Cat Bar,2583513,,4246 University Avenue,92105,32.7498021,-117.103475,San Diego,US,San Diego
5760,Black Cat,303501,,,,,,Austin,US,Austin
5762,Black Cat Cafe,965371,,45 Main Street,10533,41.0394962,-73.8702401,Yonkers,US,Irvington
5764,Black Cat,91705,,,,,,Detroit,US,Detroit
5767,Black Cat Ballroom,3250124,,1103 McKennie Ave,,36.192019,-86.744282,Nashville,US,Nashville
5771,black cat house,2791758,,,,40.7933949,-77.8600012,Pittsburgh,US,State College
5775,Black Cat,273041,,,,,,Baltimore,US,Baltimore
5776,Black Cat,465071,,,,,,Atlanta,US,Atlanta
5777,Black Cat,2327024,,1080 Hwy 32 S,56701,48.1044189,-96.1913915,Thief River Falls,US,Thief River Falls
5778,Black Cat,3418779,,117 E Main St,,33.211789,-92.663334,El Dorado,US,El Dorado
5779,The Black Cat,107491,,,,,,New York,US,New York
5780,Black Cat House,2353479,,415 Mt Vernon,,34.5475459,-112.462848,Glendale,US,Prescott
5782,Black Cat's,303541,,,,,,Fort Wayne,US,South Bend
5785,Black Cat Factory,2029004,,,,,,Cleveland,US,Cleveland
5786,Black Cat Coffeehouse,306266,,,,,,Ashland,US,Ashland
5788,Black Cat Bistro,3534764,,,,42.7369792,-84.4838654,Grand Rapids,US,East Lansing
5789,Black Cat Licorice,4041264,,260 McEvoy,95126,37.32413,-121.90447,SF Bay Area,US,San Jose
5790,The Black Cat Market,4178749,,5171 Butler Street,15201,40.4803,-79.95472,Pittsburgh,US,Pittsburgh
5791,The Black Cat Studio,3299979,,4912 Summit Street,43611,41.7120279,-83.4789742,Toledo,US,Toledo
5792,Black Cat House Collective,2797088,,,,40.809722,-96.675278,Lincoln,US,Lincoln
5793,Black Cat Cabaret at Snapdragon,4322054,,"17817 Vashon Hwy SW, Vashon, WA 98070",98070,47.44495,-122.46091,Seattle,US,Vashon
5794,Black Cat Thicket Bash,2369554,,"3734 CR 4415, Wolfe City",75496,33.2416763,-96.0686607,Dallas - Fort Worth,US,Greenville
5800,Amos' Southend,1379,,1423 South Tryon,28203,35.21672,-80.85512,Charlotte,US,Charlotte
5801,Emo's Austin,1421588,1700.0,2015 E. Riverside,78741,30.2403964,-97.7282016,Austin,US,Austin
5802,Emo's (CLOSED),2209654,,603 Red River St,78701,30.26672,-97.73699,Austin,US,Austin
5803,Emo's Lounge,952591,,"604 Sixth St., 2nd Floor",,30.270035,-97.748731,Austin,US,Austin
5804,Emo's Annex (CLOSED),236863,,2015 Riverside Dr. (in the parking lot),78741,30.2749894,-97.664253,Austin,US,Austin
5805,Emo's East,2067369,,,,,,Austin,US,Austin
5806,Emo's Alternative Lounge (CLOSED),29976,,603 Red River St.,78701,30.2666552,-97.7371196,Austin,US,Austin
5807,L.C. Walker Arena,11181,,955 Fourth St.,49440,43.23474,-86.25482,Grand Rapids,US,Muskegon
5808,Walker Arena,352766,,,,,,Dallas - Fort Worth,US,Ennis
5809,Chandler Center for the Arts,1472,,250 North Arizona Avenue,85225,33.307114,-111.8417963,Chandler,US,Chandler
5810,Chandler Center For The Arts,261176,,71-73 Main,05060,43.918831,-72.668098,Randolph,US,Randolph
5811,Diehn Center for the Performing Arts - Chandler Recital Hall,3348219,,1339 W 49th St,23529,36.8875716,-76.3065467,Norfolk,US,Norfolk
5812,The Music Center at Strathmore,14997,1976,5301 Tuckerman Lane,20852,39.0312745,-77.1027585,Washington,US,North Bethesda
5813,Soundcheck,3060354,,1420 K Street NW,20005,38.90217,-77.03292,Washington,US,Washington
5814,Glow at Soundcheck,3386344,,1420 K Street NW,20005,38.90215,-77.03272,Washington,US,Washington
5816,Soundcheck Studios,3981594,,150 Corporate Park Drive,02359,42.10129,-70.772,Pembroke,US,Pembroke
5817,Wnyc Soundcheck,1457708,,,,,,New York,US,New York
5821,Soundcheck Studios,2543374,,,,37.5407246,-77.4360481,Richmond,US,Richmond
5822,Soundcheck Festival,2190759,,,,,,Austin,US,Austin
5824,Soundcheck Hollywood,1484933,,8872 W. Sunset Blvd.,90069,34.0906275,-118.3849515,Los Angeles,US,West Hollywood
5826,SOUNDCHECK CONCERT VENUE,2377744,,13634 Sibley Rd,48193,42.1703435,-83.1904859,Detroit,US,Riverview
5828,Soundcheck Suite,3866329,,131 S Higgins Ave,59802,46.8697,-113.9962,Spokane,US,Missoula
5830,Soundcheck - Studio D,3902019,,750 Cowan St,37207,36.1866623,-86.7791438,Nashville,US,Nashville
5831,Soundcheck Rehearsal Studios,3423009,,6118 Military Ave,68104,41.285366,-96.0079877,Omaha,US,Omaha
5832,Chateau Ste Michelle Winery,16427,,14111 NE 145th St.,98072,47.72877,-122.15,Seattle,US,Woodinville
5833,United Palace,800311,,4140 Broadway,10033,40.84644,-73.93787,New York,US,New York
5834,United Palace Theatre,3091,,4140 Broadway,10033,40.846441,-73.937867,New York,US,New York
5836,United Palace House of Inspiration,2755283,,4140 Broadway (at 175th),10033,40.846441,-73.937867,New York,US,New York
5837,United Palace of Cultural Arts,3855669,,4140 Broadway,10033,40.8465512,-73.9379109,New York,US,New York
5838,The Chicago Theatre,1021,3600.0,175 North State Street,60601,41.88537,-87.62746,Chicago,US,Chicago
5839,theatre @ old chicago amusement park,3004139,,,,41.6986416,-88.0683955,Aurora,US,Bolingbrook
5840,Theatre Building Chicago,498381,,1225 Belmont,60657,41.939562,-87.660016,Chicago,US,Chicago
5841,Vic Theatre,32409,,3145 North Sheffield,60657,41.939472,-87.65399,Chicago,US,Chicago
5842,Riviera Theatre - Jam Productions,1284,2500.0,4746 North Racine Avenue,60640,41.96856,-87.6597,Chicago,US,Chicago
5843,Rosemont Theatre,1540798,4300.0,5400 N River Rd,60018,41.9762359,-87.8643225,Chicago,US,Rosemont
5844,Martin Theatre,1168,850.0,200 Ravinia Park Road,60035,42.15763,-87.77786,Chicago,US,Highland Park
5845,Star Plaza Theatre,1152,3400.0,8001 Delaware Place,46410,41.4738885,-87.3305642,Chicago,US,Merrillville
5846,Genesee Theatre,564,,203 North Genesee Street,60085,42.3623834,-87.831289,Chicago,US,Waukegan
5847,"Auditorium Theatre, Roosevelt University",1139,,50 East Congress Parkway,60605,41.8753489,-87.6253223,Chicago,US,Chicago
5849,Athenaeum Theatre,2147,,2936 North Southport Avenue,60657,41.93545,-87.66387,Chicago,US,Chicago
5850,Morse Theatre,34738,,1328 Morse Avenue,60626,42.007931,-87.665035,Chicago,US,Chicago
5851,Uptown Theatre,54986,,,,,,Chicago,US,Chicago
5852,Chopin Theatre,69023,,1543 W Division St,60622,41.90325,-87.66679,Chicago,US,Chicago
5853,Country Club Hills Theatre,412221,,4116 W. 183rd St.,60478,41.5571396,-87.7160034,Chicago,US,Country Club Hills
5854,Royal George Theatre,11149,,1641 North Halsted Ave.,60614,41.9121131,-87.6482091,Chicago,US,Chicago
5855,Upstairs Theatre at Steppenwolf Theatre,2650443,,,60614,41.9214378,-87.6513043,Chicago,US,Chicago
5856,Wilmette Theatre,414366,,1122 Central Ave.,60091,42.076916,-87.705939,Chicago,US,Wilmette
5857,Skokie Theatre,34716,,7924 N. Lincoln Ave.,60077,42.0253574,-87.7556529,Chicago,US,Skokie
5858,The Den Theatre,1423508,,1333 North Milwaukee,60622,41.9061676,-87.6706553,Chicago,US,Chicago
5859,"Oriental Theatre, Ford Center for the Performing Arts",248736,,24 W Randolph,60601,41.8846093,-87.6287528,Chicago,US,Chicago
5860,Open Door Theatre,1634548,,902 S. Ridgeland,60304,41.87258,-87.78419,Chicago,US,Oak Park
5861,The Logan Theatre,2143534,,2646 N. Milwaukee Ave,60647,41.92995,-87.70891,Chicago,US,Chicago
5862,Drury Lane Theatre,413726,,100 Drury Ln.,60181,41.859625,-87.953514,Chicago,US,Oakbrook Terrace
5863,Music Box Theatre,37134,800.0,3733 North Southport Avenue,60613,41.949864,-87.663945,Chicago,US,Chicago
5864,Mill Run Theatre,168678,,,,42.0189191,-87.8028402,Chicago,US,Niles
5865,Tivoli Theatre,1283611,,5021 Highland Ave.,60515,41.79595,-88.00917,Chicago,US,Downers Grove
5866,Bismarck Theatre,52886,,,,41.8781136,-87.6297982,Chicago,US,Chicago
5867,Noble Horse Theatre,14512,,1410 North Orleans,60610,41.9078989,-87.6375448,Chicago,US,Chicago
5868,Chase Lounge at the Chicago Theatre,4305579,,,60601,41.88399,-87.61971,Chicago,US,Chicago
5869,Profiles Theatre,1189986,,,,,,Chicago,US,Chicago
5870,Second City Chicago- Etc Theatre,1582293,,,,,,Chicago,US,Chicago
5871,Bank of America Theatre,980211,,18 West Monroe,60602,41.8808377,-87.6266978,Chicago,US,Chicago
5872,Bergmann Theatre at Concordia University Chicago,4307169,,7400 Augusta Street,60305,41.89971,-87.80954,Chicago,US,River Forest
5873,Chicago Park District: Theatre on the Lake,2364184,,2401 North Lake Shore Drive,,41.9263118,-87.6306417,Chicago,US,Chicago
5874,Theatre at the Center,3215158,,1040 Ridge Road,46321,41.55986,-87.50315,Chicago,US,Munster
5875,Marriott Theatre - Lincolnshire,463351,,10 Marriott Drive,60069,42.19623,-87.92488,Chicago,US,Lincolnshire
5876,Annoyance Theatre & Bar,3604199,,"851 W. Belmont, Floor 2",60657,41.9396905,-87.6513157,Chicago,US,Chicago
5877,Coronet Theatre,73818,,,,,,Chicago,US,Evanston
5878,Auditorium Theatre,3482334,,50 E Congress Parkway,60605,41.87586,-87.62521,Chicago,US,Chicago
5879,Clearwater Theatre,139708,,96 W. Main St.,,42.0101195,-87.832094,Chicago,US,Chicago
5880,Mill Run Theatre,70413,,,,,,Chicago,US,Chicago
5881,Auditorium Theatre - Il,4012879,,,60605,41.87033,-87.62357,Chicago,US,Chicago
5882,"Mainstage Theatre, Mendel Center, Lake Michigan College",1065,,2755 E. Napier Ave.,49022,42.089608,-86.39245,Chicago,US,Benton Harbor
5883,Gorilla Tango Theatre,672881,,1919 N. Milwaukee Ave.,,41.9164698,-87.6866862,Chicago,US,Chicago
5884,The Comedysportz Theatre,2768618,,929 W. Belmont,60657,41.9396963,-87.6526979,Chicago,US,Chicago
5885,Oak Theatre,45546,,,,,,Chicago,US,Chicago
5886,"Centre East Theatre, North Shore Center for the Performing Arts",33727,,9501 Skokie Blvd.,60077,42.0536905,-87.7455197,Chicago,US,Skokie
5887,Lookingglass Theatre Company,1906593,,,,,,Chicago,US,Chicago
5888,Midland Horseshoe Amphitheater,4340568,,,79701,31.9916,-102.08325,Lubbock,US,Midland
5889,Freeman Coliseum,886,11700.0,3201 E. Houston St.,78219,29.4270298,-98.4394419,San Antonio,US,San Antonio
5890,Expo Hall at the Freeman Coliseum,2539439,,3201 E. Houston St.,78219,29.42703,-98.43944,San Antonio,US,San Antonio
5891,Small Venue Davenport,4012269,,,12345,41.52364,-90.57764,Rockford,US,Davenport
5892,Thunder Mountain Amphitheatre,69347,5000,4250 Byrd Drive,80538,40.43778,-104.99423,Denver,US,Loveland
5893,Old Rock House,18380,400.0,1200 S. 7th Street,63104,38.615345,-90.196469,St Louis,US,St Louis
5894,2720 Cherokee & Old Rock House,2781088,,,63118,38.5950619,-90.2291565,St Louis,US,St Louis
5895,Off Broadway,300,400.0,3509 Lemp Avenue,63118,38.59035,-90.21918,St Louis,US,St Louis
5897,Off Broadway Taproom,2922083,,218 E. Main St,47250,38.736018,-85.377978,Madison,US,Madison
5899,Comedy off Broadway,3387754,,,,38.0405837,-84.5037164,Lexington,US,Lexington
5900,Erickson Theater Off Broadway,1021901,,1524 Harvard Ave,98122,47.6148041,-122.3220946,Seattle,US,Seattle
5901,OFF BROADWAY MUSIC VENUE,4320869,,3509 Lemp Ave,63118,38.59036,-90.21935,St Louis,US,St Louis
5903,Jimmy Tingle's Off Broadway Theater,211623,,,,,,Boston / Cambridge,US,Somerville
5904,Stormy's Off Broadway,454291,,132 W. Second St.,,39.7299781,-121.8409534,Sacramento,US,Chico
5905,Off Broadway Nightclub,124674,,,,,,Aurora,US,Bloomington
5906,Bites Off Broadway,2345519,,365 45th St,,37.832915,-122.257369,SF Bay Area,US,Oakland
